	DmPA_Lucas_cellmedia_IV4	DmPA_Lucas_cellmedia_IV5	DmPA_Lucas_cellmedia_IV6	DmPA_Lucas_cellmedia_IV10	DmPA_Lucas_cellmedia_IV11	DmPA_Lucas_cellmedia_IV12	DmPA_Lucas_cellmedia_IV22	DmPA_Lucas_cellmedia_IV23	DmPA_Lucas_cellmedia_IV24	DmPA_Lucas_cellmedia_IV34	DmPA_Lucas_cellmedia_IV35	DmPA_Lucas_cellmedia_IV36	id_number	mz	rtime	snr	p_genotype	p_treatment	p_tim3_hypoxia	p_tim3_normoxia	p_o2_tim3wt	p_o2_tim3ko	name	ion_relation	isotopologue
432	16.290897457228727	16.290897457228727	16.290897457228727	18.61281115690951	20.368188443512032	16.290897457228727	16.290897457228727	16.290897457228727	16.290897457228727	16.290897457228727	16.290897457228727	16.290897457228727	F23915	384.1428	448.59	423	0.1408111179821679	0.1408111179821665	0.2125912087976559		0.2125912087976559		Citrate_dmpa*1	ACN+	m+13C*2
433	18.277309442328622	18.277309442328622	18.277309442328622	18.277309442328622	18.277309442328622	18.277309442328622	18.277309442328622	18.277309442328622	18.277309442328622	20.95717326711507	18.277309442328622	18.277309442328622	F24052	361.1015	411.03	674	0.3434363961379136	0.343436396137912	0.4226497308103731			0.4226497308103731	cis-Aconitate_dmpa*1	Na+	m+13C*3
434	18.277309442328622	18.277309442328622	18.277309442328622	18.277309442328622	18.277309442328622	18.277309442328622	18.277309442328622	18.277309442328622	18.277309442328622	20.95717326711507	18.277309442328622	18.277309442328622	F24052	361.1015	411.03	674	0.3434363961379136	0.343436396137912	0.4226497308103731			0.4226497308103731	Phosphoenolpyruvate_dmpa*1	ACN+	m+13C*3
435	18.093868729412986	18.093868729412986	18.093868729412986	18.093868729412986	18.093868729412986	18.093868729412986	20.74757915787364	21.433820174550256	18.093868729412986	21.428444851466896	21.37126910270092	18.093868729412986	F24584	385.1203	412.74	1803	0.015792072005144	0.8875161931284501	0.1835339444564935	0.1888030889291843		0.8974308382902982	AMP	ACN+	m+13C*9
436	17.67886081335662	17.67886081335662	17.67886081335662	17.67886081335662	17.67886081335662	21.962761654830995	22.25895542975356	21.09801587437413	17.67886081335662	23.035902574200627	22.977120076519103	20.188128662846164	F24585	385.1203	414.05	4909	0.0237000085731048	0.1625109736083838	0.1694657086704251	0.1919688638059405	0.422649730810374	0.3666261575680467	AMP	ACN+	m+13C*9
437	13.92544925512605	19.17203634749146	13.92544925512605	20.511548133905617	21.145060714284767	20.990245337840243	13.92544925512605	13.92544925512605	20.64244340067016	13.92544925512605	13.92544925512605	19.655839938480263	F24588	385.1203	539.85	357	0.2519982811204624	0.2224082197367347	0.1169488802840926	0.8718728687898365	0.0949844228750481	0.9165370992378432	AMP	ACN+	m+13C*9
438	19.852636148499418	19.852636148499418	19.852636148499418	28.48621214384996	28.339613903634984	23.686925240677432	19.852636148499418	19.852636148499418	19.852636148499418	25.865791115594373	24.38945397645755	25.278795304900807	F24753	273.0928	401.58	29	0.3369452906456629	3.602521786350504e-05	0.404524281728374		0.0473177654953774	0.0064315110928253	Pyruvate_dmpa*1	Na+	m+13C*1
439	18.61553904274352	18.61553904274352	18.61553904274352	18.61553904274352	18.61553904274352	18.61553904274352	18.61553904274352	18.61553904274352	18.61553904274352	18.61553904274352	18.61553904274352	18.61553904274352	F25128	290.0578	471.96	101	0.1318458027244695	0.6087170316973567					D-Glucose 1-phosphate	ACN+	m+13C*1
440	18.61553904274352	18.61553904274352	18.61553904274352	18.61553904274352	18.61553904274352	18.61553904274352	18.61553904274352	18.61553904274352	18.61553904274352	18.61553904274352	18.61553904274352	18.61553904274352	F25128	290.0578	471.96	101	0.1318458027244695	0.6087170316973567					alpha-D-Glucose 6-phosphate	ACN+	m+13C*1
441	18.61553904274352	18.61553904274352	18.61553904274352	18.61553904274352	18.61553904274352	18.61553904274352	18.61553904274352	18.61553904274352	18.61553904274352	18.61553904274352	18.61553904274352	18.61553904274352	F25128	290.0578	471.96	101	0.1318458027244695	0.6087170316973567					D-Glucose 6-phosphate	ACN+	m+13C*1
